concept_id_1,concept_id_2,relationship_id,valid_start_date,valid_end_date,invalid_reason
2000001637,0,Maps to,2025-04-16,2099-12-31,
0,2000001637,Maps from,2025-04-16,2099-12-31,
2000001638,0,Maps to,2025-04-16,2099-12-31,
0,2000001638,Maps from,2025-04-16,2099-12-31,
2000001639,0,Maps to,2025-04-16,2099-12-31,
0,2000001639,Maps from,2025-04-16,2099-12-31,
2000001640,0,Maps to,2025-04-16,2099-12-31,
0,2000001640,Maps from,2025-04-16,2099-12-31,
2000001642,0,Maps to,2025-04-16,2099-12-31,
0,2000001642,Maps from,2025-04-16,2099-12-31,
2000001641,0,Maps to,2025-04-16,2099-12-31,
0,2000001641,Maps from,2025-04-16,2099-12-31,
2000001643,0,Maps to,2025-04-16,2099-12-31,
0,2000001643,Maps from,2025-04-16,2099-12-31,
2000001644,0,Maps to,2025-04-16,2099-12-31,
0,2000001644,Maps from,2025-04-16,2099-12-31,
2000001646,0,Maps to,2025-04-16,2099-12-31,
0,2000001646,Maps from,2025-04-16,2099-12-31,
2000001645,0,Maps to,2025-04-16,2099-12-31,
0,2000001645,Maps from,2025-04-16,2099-12-31,
2000001647,0,Maps to,2025-04-16,2099-12-31,
0,2000001647,Maps from,2025-04-16,2099-12-31,
2000001648,0,Maps to,2025-04-16,2099-12-31,
0,2000001648,Maps from,2025-04-16,2099-12-31,
2000001649,0,Maps to,2025-04-16,2099-12-31,
0,2000001649,Maps from,2025-04-16,2099-12-31,
2000001650,0,Maps to,2025-04-16,2099-12-31,
0,2000001650,Maps from,2025-04-16,2099-12-31,
2000001651,0,Maps to,2025-04-16,2099-12-31,
0,2000001651,Maps from,2025-04-16,2099-12-31,
2000000220,0,Maps to,2025-04-16,2099-12-31,
0,2000000220,Maps from,2025-04-16,2099-12-31,
2000000069,40779224,Maps to,2025-04-16,2099-12-31,
40779224,2000000069,Maps from,2025-04-16,2099-12-31,
2000001653,0,Maps to,2025-04-16,2099-12-31,
0,2000001653,Maps from,2025-04-16,2099-12-31,
2000001652,0,Maps to,2025-04-16,2099-12-31,
0,2000001652,Maps from,2025-04-16,2099-12-31,
2000001654,0,Maps to,2025-04-16,2099-12-31,
0,2000001654,Maps from,2025-04-16,2099-12-31,
2000000462,37073332,Maps to,2025-04-16,2099-12-31,
37073332,2000000462,Maps from,2025-04-16,2099-12-31,
2000001655,0,Maps to,2025-04-16,2099-12-31,
0,2000001655,Maps from,2025-04-16,2099-12-31,
2000001656,0,Maps to,2025-04-16,2099-12-31,
0,2000001656,Maps from,2025-04-16,2099-12-31,
2000001657,0,Maps to,2025-04-16,2099-12-31,
0,2000001657,Maps from,2025-04-16,2099-12-31,
2000001658,0,Maps to,2025-04-16,2099-12-31,
0,2000001658,Maps from,2025-04-16,2099-12-31,
2000001660,0,Maps to,2025-04-16,2099-12-31,
0,2000001660,Maps from,2025-04-16,2099-12-31,
2000001187,40779757,Maps to,2025-04-16,2099-12-31,
40779757,2000001187,Maps from,2025-04-16,2099-12-31,
2000001659,0,Maps to,2025-04-16,2099-12-31,
0,2000001659,Maps from,2025-04-16,2099-12-31,
2000001661,0,Maps to,2025-04-16,2099-12-31,
0,2000001661,Maps from,2025-04-16,2099-12-31,
2000000221,0,Maps to,2025-04-16,2099-12-31,
0,2000000221,Maps from,2025-04-16,2099-12-31,
2000001663,0,Maps to,2025-04-16,2099-12-31,
0,2000001663,Maps from,2025-04-16,2099-12-31,
2000001662,0,Maps to,2025-04-16,2099-12-31,
0,2000001662,Maps from,2025-04-16,2099-12-31,
2000001664,0,Maps to,2025-04-16,2099-12-31,
0,2000001664,Maps from,2025-04-16,2099-12-31,
2000001666,0,Maps to,2025-04-16,2099-12-31,
0,2000001666,Maps from,2025-04-16,2099-12-31,
2000001665,0,Maps to,2025-04-16,2099-12-31,
0,2000001665,Maps from,2025-04-16,2099-12-31,
2000001667,0,Maps to,2025-04-16,2099-12-31,
0,2000001667,Maps from,2025-04-16,2099-12-31,
2000001669,0,Maps to,2025-04-16,2099-12-31,
0,2000001669,Maps from,2025-04-16,2099-12-31,
2000001668,0,Maps to,2025-04-16,2099-12-31,
0,2000001668,Maps from,2025-04-16,2099-12-31,
2000001670,0,Maps to,2025-04-16,2099-12-31,
0,2000001670,Maps from,2025-04-16,2099-12-31,
2000000222,0,Maps to,2025-04-16,2099-12-31,
0,2000000222,Maps from,2025-04-16,2099-12-31,
2000001671,0,Maps to,2025-04-16,2099-12-31,
0,2000001671,Maps from,2025-04-16,2099-12-31,
2000001672,0,Maps to,2025-04-16,2099-12-31,
0,2000001672,Maps from,2025-04-16,2099-12-31,
2000001673,0,Maps to,2025-04-16,2099-12-31,
0,2000001673,Maps from,2025-04-16,2099-12-31,
2000001674,0,Maps to,2025-04-16,2099-12-31,
0,2000001674,Maps from,2025-04-16,2099-12-31,
2000001676,0,Maps to,2025-04-16,2099-12-31,
0,2000001676,Maps from,2025-04-16,2099-12-31,
2000001675,0,Maps to,2025-04-16,2099-12-31,
0,2000001675,Maps from,2025-04-16,2099-12-31,
2000001677,0,Maps to,2025-04-16,2099-12-31,
0,2000001677,Maps from,2025-04-16,2099-12-31,
2000001679,0,Maps to,2025-04-16,2099-12-31,
0,2000001679,Maps from,2025-04-16,2099-12-31,
2000001678,0,Maps to,2025-04-16,2099-12-31,
0,2000001678,Maps from,2025-04-16,2099-12-31,
2000001680,0,Maps to,2025-04-16,2099-12-31,
0,2000001680,Maps from,2025-04-16,2099-12-31,
2000000223,0,Maps to,2025-04-16,2099-12-31,
0,2000000223,Maps from,2025-04-16,2099-12-31,
2000001681,0,Maps to,2025-04-16,2099-12-31,
0,2000001681,Maps from,2025-04-16,2099-12-31,
2000001682,0,Maps to,2025-04-16,2099-12-31,
0,2000001682,Maps from,2025-04-16,2099-12-31,
2000001683,0,Maps to,2025-04-16,2099-12-31,
0,2000001683,Maps from,2025-04-16,2099-12-31,
2000001684,0,Maps to,2025-04-16,2099-12-31,
0,2000001684,Maps from,2025-04-16,2099-12-31,
2000001685,0,Maps to,2025-04-16,2099-12-31,
0,2000001685,Maps from,2025-04-16,2099-12-31,
2000001686,0,Maps to,2025-04-16,2099-12-31,
0,2000001686,Maps from,2025-04-16,2099-12-31,
2000001687,0,Maps to,2025-04-16,2099-12-31,
0,2000001687,Maps from,2025-04-16,2099-12-31,
2000001688,0,Maps to,2025-04-16,2099-12-31,
0,2000001688,Maps from,2025-04-16,2099-12-31,
2000001689,0,Maps to,2025-04-16,2099-12-31,
0,2000001689,Maps from,2025-04-16,2099-12-31,
2000001690,0,Maps to,2025-04-16,2099-12-31,
0,2000001690,Maps from,2025-04-16,2099-12-31,
2000001691,0,Maps to,2025-04-16,2099-12-31,
0,2000001691,Maps from,2025-04-16,2099-12-31,
2000001692,0,Maps to,2025-04-16,2099-12-31,
0,2000001692,Maps from,2025-04-16,2099-12-31,
2000001693,0,Maps to,2025-04-16,2099-12-31,
0,2000001693,Maps from,2025-04-16,2099-12-31,
2000001695,0,Maps to,2025-04-16,2099-12-31,
0,2000001695,Maps from,2025-04-16,2099-12-31,
2000001694,0,Maps to,2025-04-16,2099-12-31,
0,2000001694,Maps from,2025-04-16,2099-12-31,
2000001696,0,Maps to,2025-04-16,2099-12-31,
0,2000001696,Maps from,2025-04-16,2099-12-31,
2000001697,0,Maps to,2025-04-16,2099-12-31,
0,2000001697,Maps from,2025-04-16,2099-12-31,
2000001698,0,Maps to,2025-04-16,2099-12-31,
0,2000001698,Maps from,2025-04-16,2099-12-31,
2000001699,0,Maps to,2025-04-16,2099-12-31,
0,2000001699,Maps from,2025-04-16,2099-12-31,
2000001152,40786174,Maps to,2025-04-16,2099-12-31,
40786174,2000001152,Maps from,2025-04-16,2099-12-31,
2000001701,0,Maps to,2025-04-16,2099-12-31,
0,2000001701,Maps from,2025-04-16,2099-12-31,
2000001700,0,Maps to,2025-04-16,2099-12-31,
0,2000001700,Maps from,2025-04-16,2099-12-31,
2000001702,0,Maps to,2025-04-16,2099-12-31,
0,2000001702,Maps from,2025-04-16,2099-12-31,
2000001704,0,Maps to,2025-04-16,2099-12-31,
0,2000001704,Maps from,2025-04-16,2099-12-31,
2000001703,0,Maps to,2025-04-16,2099-12-31,
0,2000001703,Maps from,2025-04-16,2099-12-31,
2000001705,0,Maps to,2025-04-16,2099-12-31,
0,2000001705,Maps from,2025-04-16,2099-12-31,
2000001707,0,Maps to,2025-04-16,2099-12-31,
0,2000001707,Maps from,2025-04-16,2099-12-31,
2000001706,0,Maps to,2025-04-16,2099-12-31,
0,2000001706,Maps from,2025-04-16,2099-12-31,
2000001708,0,Maps to,2025-04-16,2099-12-31,
0,2000001708,Maps from,2025-04-16,2099-12-31,
2000001710,0,Maps to,2025-04-16,2099-12-31,
0,2000001710,Maps from,2025-04-16,2099-12-31,
2000001709,0,Maps to,2025-04-16,2099-12-31,
0,2000001709,Maps from,2025-04-16,2099-12-31,
2000001711,0,Maps to,2025-04-16,2099-12-31,
0,2000001711,Maps from,2025-04-16,2099-12-31,
2000001713,0,Maps to,2025-04-16,2099-12-31,
0,2000001713,Maps from,2025-04-16,2099-12-31,
2000001202,40789687,Maps to,2025-04-16,2099-12-31,
40789687,2000001202,Maps from,2025-04-16,2099-12-31,
2000001712,0,Maps to,2025-04-16,2099-12-31,
0,2000001712,Maps from,2025-04-16,2099-12-31,
2000001714,0,Maps to,2025-04-16,2099-12-31,
0,2000001714,Maps from,2025-04-16,2099-12-31,
2000001716,0,Maps to,2025-04-16,2099-12-31,
0,2000001716,Maps from,2025-04-16,2099-12-31,
2000001715,0,Maps to,2025-04-16,2099-12-31,
0,2000001715,Maps from,2025-04-16,2099-12-31,
2000000408,40775918,Maps to,2025-04-16,2099-12-31,
40775918,2000000408,Maps from,2025-04-16,2099-12-31,
2000001717,0,Maps to,2025-04-16,2099-12-31,
0,2000001717,Maps from,2025-04-16,2099-12-31,
2000001718,0,Maps to,2025-04-16,2099-12-31,
0,2000001718,Maps from,2025-04-16,2099-12-31,
2000001720,0,Maps to,2025-04-16,2099-12-31,
0,2000001720,Maps from,2025-04-16,2099-12-31,
2000000580,37047615,Maps to,2025-04-16,2099-12-31,
37047615,2000000580,Maps from,2025-04-16,2099-12-31,
2000001719,0,Maps to,2025-04-16,2099-12-31,
0,2000001719,Maps from,2025-04-16,2099-12-31,
2000001721,0,Maps to,2025-04-16,2099-12-31,
0,2000001721,Maps from,2025-04-16,2099-12-31,
2000001723,0,Maps to,2025-04-16,2099-12-31,
0,2000001723,Maps from,2025-04-16,2099-12-31,
2000001722,0,Maps to,2025-04-16,2099-12-31,
0,2000001722,Maps from,2025-04-16,2099-12-31,
2000001724,0,Maps to,2025-04-16,2099-12-31,
0,2000001724,Maps from,2025-04-16,2099-12-31,
2000001725,0,Maps to,2025-04-16,2099-12-31,
0,2000001725,Maps from,2025-04-16,2099-12-31,
2000001726,0,Maps to,2025-04-16,2099-12-31,
0,2000001726,Maps from,2025-04-16,2099-12-31,
2000001727,0,Maps to,2025-04-16,2099-12-31,
0,2000001727,Maps from,2025-04-16,2099-12-31,
2000001729,0,Maps to,2025-04-16,2099-12-31,
0,2000001729,Maps from,2025-04-16,2099-12-31,
2000001728,0,Maps to,2025-04-16,2099-12-31,
0,2000001728,Maps from,2025-04-16,2099-12-31,
2000001730,0,Maps to,2025-04-16,2099-12-31,
0,2000001730,Maps from,2025-04-16,2099-12-31,
2000001732,0,Maps to,2025-04-16,2099-12-31,
0,2000001732,Maps from,2025-04-16,2099-12-31,
2000001731,0,Maps to,2025-04-16,2099-12-31,
0,2000001731,Maps from,2025-04-16,2099-12-31,
2000001733,0,Maps to,2025-04-16,2099-12-31,
0,2000001733,Maps from,2025-04-16,2099-12-31,
2000001735,0,Maps to,2025-04-16,2099-12-31,
0,2000001735,Maps from,2025-04-16,2099-12-31,
2000001734,0,Maps to,2025-04-16,2099-12-31,
0,2000001734,Maps from,2025-04-16,2099-12-31,
2000001736,0,Maps to,2025-04-16,2099-12-31,
0,2000001736,Maps from,2025-04-16,2099-12-31,
2000001738,0,Maps to,2025-04-16,2099-12-31,
0,2000001738,Maps from,2025-04-16,2099-12-31,
2000001737,0,Maps to,2025-04-16,2099-12-31,
0,2000001737,Maps from,2025-04-16,2099-12-31,
2000001739,0,Maps to,2025-04-16,2099-12-31,
0,2000001739,Maps from,2025-04-16,2099-12-31,
2000001740,0,Maps to,2025-04-16,2099-12-31,
0,2000001740,Maps from,2025-04-16,2099-12-31,
2000001741,0,Maps to,2025-04-16,2099-12-31,
0,2000001741,Maps from,2025-04-16,2099-12-31,
2000001742,0,Maps to,2025-04-16,2099-12-31,
0,2000001742,Maps from,2025-04-16,2099-12-31,
2000001743,0,Maps to,2025-04-16,2099-12-31,
0,2000001743,Maps from,2025-04-16,2099-12-31,
2000001744,0,Maps to,2025-04-16,2099-12-31,
0,2000001744,Maps from,2025-04-16,2099-12-31,
2000001745,0,Maps to,2025-04-16,2099-12-31,
0,2000001745,Maps from,2025-04-16,2099-12-31,
2000001747,0,Maps to,2025-04-16,2099-12-31,
0,2000001747,Maps from,2025-04-16,2099-12-31,
2000001171,37031464,Maps to,2025-04-16,2099-12-31,
37031464,2000001171,Maps from,2025-04-16,2099-12-31,
2000001746,0,Maps to,2025-04-16,2099-12-31,
0,2000001746,Maps from,2025-04-16,2099-12-31,
2000001748,0,Maps to,2025-04-16,2099-12-31,
0,2000001748,Maps from,2025-04-16,2099-12-31,
2000001749,0,Maps to,2025-04-16,2099-12-31,
0,2000001749,Maps from,2025-04-16,2099-12-31,
2000001750,0,Maps to,2025-04-16,2099-12-31,
0,2000001750,Maps from,2025-04-16,2099-12-31,
2000001751,0,Maps to,2025-04-16,2099-12-31,
0,2000001751,Maps from,2025-04-16,2099-12-31,
2000001752,0,Maps to,2025-04-16,2099-12-31,
0,2000001752,Maps from,2025-04-16,2099-12-31,
2000001753,0,Maps to,2025-04-16,2099-12-31,
0,2000001753,Maps from,2025-04-16,2099-12-31,
2000001754,0,Maps to,2025-04-16,2099-12-31,
0,2000001754,Maps from,2025-04-16,2099-12-31,
2000001755,0,Maps to,2025-04-16,2099-12-31,
0,2000001755,Maps from,2025-04-16,2099-12-31,
2000000224,0,Maps to,2025-04-16,2099-12-31,
0,2000000224,Maps from,2025-04-16,2099-12-31,
2000001757,0,Maps to,2025-04-16,2099-12-31,
0,2000001757,Maps from,2025-04-16,2099-12-31,
2000001756,0,Maps to,2025-04-16,2099-12-31,
0,2000001756,Maps from,2025-04-16,2099-12-31,
2000001758,0,Maps to,2025-04-16,2099-12-31,
0,2000001758,Maps from,2025-04-16,2099-12-31,
2000001760,0,Maps to,2025-04-16,2099-12-31,
0,2000001760,Maps from,2025-04-16,2099-12-31,
2000001759,0,Maps to,2025-04-16,2099-12-31,
0,2000001759,Maps from,2025-04-16,2099-12-31,
2000001761,0,Maps to,2025-04-16,2099-12-31,
0,2000001761,Maps from,2025-04-16,2099-12-31,
2000001762,0,Maps to,2025-04-16,2099-12-31,
0,2000001762,Maps from,2025-04-16,2099-12-31,
2000001763,0,Maps to,2025-04-16,2099-12-31,
0,2000001763,Maps from,2025-04-16,2099-12-31,
2000001764,0,Maps to,2025-04-16,2099-12-31,
0,2000001764,Maps from,2025-04-16,2099-12-31,
2000001765,0,Maps to,2025-04-16,2099-12-31,
0,2000001765,Maps from,2025-04-16,2099-12-31,
2000001767,0,Maps to,2025-04-16,2099-12-31,
0,2000001767,Maps from,2025-04-16,2099-12-31,
2000001766,0,Maps to,2025-04-16,2099-12-31,
0,2000001766,Maps from,2025-04-16,2099-12-31,
2000001768,0,Maps to,2025-04-16,2099-12-31,
0,2000001768,Maps from,2025-04-16,2099-12-31,
2000001769,0,Maps to,2025-04-16,2099-12-31,
0,2000001769,Maps from,2025-04-16,2099-12-31,
2000001770,0,Maps to,2025-04-16,2099-12-31,
0,2000001770,Maps from,2025-04-16,2099-12-31,
2000001771,0,Maps to,2025-04-16,2099-12-31,
0,2000001771,Maps from,2025-04-16,2099-12-31,
2000001772,0,Maps to,2025-04-16,2099-12-31,
0,2000001772,Maps from,2025-04-16,2099-12-31,
2000000639,40773136,Maps to,2025-04-16,2099-12-31,
40773136,2000000639,Maps from,2025-04-16,2099-12-31,
2000001773,0,Maps to,2025-04-16,2099-12-31,
0,2000001773,Maps from,2025-04-16,2099-12-31,
2000001774,0,Maps to,2025-04-16,2099-12-31,
0,2000001774,Maps from,2025-04-16,2099-12-31,
2000001775,0,Maps to,2025-04-16,2099-12-31,
0,2000001775,Maps from,2025-04-16,2099-12-31,
2000001776,0,Maps to,2025-04-16,2099-12-31,
0,2000001776,Maps from,2025-04-16,2099-12-31,
2000001777,0,Maps to,2025-04-16,2099-12-31,
0,2000001777,Maps from,2025-04-16,2099-12-31,
2000001778,0,Maps to,2025-04-16,2099-12-31,
0,2000001778,Maps from,2025-04-16,2099-12-31,
2000001779,0,Maps to,2025-04-16,2099-12-31,
0,2000001779,Maps from,2025-04-16,2099-12-31,
2000001153,40786174,Maps to,2025-04-16,2099-12-31,
40786174,2000001153,Maps from,2025-04-16,2099-12-31,
2000001780,0,Maps to,2025-04-16,2099-12-31,
0,2000001780,Maps from,2025-04-16,2099-12-31,
2000001781,0,Maps to,2025-04-16,2099-12-31,
0,2000001781,Maps from,2025-04-16,2099-12-31,
2000000225,0,Maps to,2025-04-16,2099-12-31,
0,2000000225,Maps from,2025-04-16,2099-12-31,
2000001783,0,Maps to,2025-04-16,2099-12-31,
0,2000001783,Maps from,2025-04-16,2099-12-31,
2000001782,0,Maps to,2025-04-16,2099-12-31,
0,2000001782,Maps from,2025-04-16,2099-12-31,
2000001784,0,Maps to,2025-04-16,2099-12-31,
0,2000001784,Maps from,2025-04-16,2099-12-31,
2000001786,0,Maps to,2025-04-16,2099-12-31,
0,2000001786,Maps from,2025-04-16,2099-12-31,
2000001785,0,Maps to,2025-04-16,2099-12-31,
0,2000001785,Maps from,2025-04-16,2099-12-31,
2000001787,0,Maps to,2025-04-16,2099-12-31,
0,2000001787,Maps from,2025-04-16,2099-12-31,
2000001789,0,Maps to,2025-04-16,2099-12-31,
0,2000001789,Maps from,2025-04-16,2099-12-31,
2000001788,0,Maps to,2025-04-16,2099-12-31,
0,2000001788,Maps from,2025-04-16,2099-12-31,
2000001790,0,Maps to,2025-04-16,2099-12-31,
0,2000001790,Maps from,2025-04-16,2099-12-31,
2000001791,0,Maps to,2025-04-16,2099-12-31,
0,2000001791,Maps from,2025-04-16,2099-12-31,
2000001792,0,Maps to,2025-04-16,2099-12-31,
0,2000001792,Maps from,2025-04-16,2099-12-31,
2000001793,0,Maps to,2025-04-16,2099-12-31,
0,2000001793,Maps from,2025-04-16,2099-12-31,
2000001794,0,Maps to,2025-04-16,2099-12-31,
0,2000001794,Maps from,2025-04-16,2099-12-31,
2000001795,0,Maps to,2025-04-16,2099-12-31,
0,2000001795,Maps from,2025-04-16,2099-12-31,
2000000226,0,Maps to,2025-04-16,2099-12-31,
0,2000000226,Maps from,2025-04-16,2099-12-31,
2000000780,40789748,Maps to,2025-04-16,2099-12-31,
40789748,2000000780,Maps from,2025-04-16,2099-12-31,
2000001197,40796242,Maps to,2025-04-16,2099-12-31,
40796242,2000001197,Maps from,2025-04-16,2099-12-31,
2000001796,0,Maps to,2025-04-16,2099-12-31,
0,2000001796,Maps from,2025-04-16,2099-12-31,
2000001797,0,Maps to,2025-04-16,2099-12-31,
0,2000001797,Maps from,2025-04-16,2099-12-31,
2000001798,0,Maps to,2025-04-16,2099-12-31,
0,2000001798,Maps from,2025-04-16,2099-12-31,
2000001800,0,Maps to,2025-04-16,2099-12-31,
0,2000001800,Maps from,2025-04-16,2099-12-31,
2000001799,0,Maps to,2025-04-16,2099-12-31,
0,2000001799,Maps from,2025-04-16,2099-12-31,
2000001801,0,Maps to,2025-04-16,2099-12-31,
0,2000001801,Maps from,2025-04-16,2099-12-31,
2000001802,0,Maps to,2025-04-16,2099-12-31,
0,2000001802,Maps from,2025-04-16,2099-12-31,
2000001803,0,Maps to,2025-04-16,2099-12-31,
0,2000001803,Maps from,2025-04-16,2099-12-31,
2000001804,0,Maps to,2025-04-16,2099-12-31,
0,2000001804,Maps from,2025-04-16,2099-12-31,
2000001805,0,Maps to,2025-04-16,2099-12-31,
0,2000001805,Maps from,2025-04-16,2099-12-31,
2000001807,0,Maps to,2025-04-16,2099-12-31,
0,2000001807,Maps from,2025-04-16,2099-12-31,
2000001806,0,Maps to,2025-04-16,2099-12-31,
0,2000001806,Maps from,2025-04-16,2099-12-31,
2000001203,40789687,Maps to,2025-04-16,2099-12-31,
40789687,2000001203,Maps from,2025-04-16,2099-12-31,
2000001808,0,Maps to,2025-04-16,2099-12-31,
0,2000001808,Maps from,2025-04-16,2099-12-31,
2000001809,0,Maps to,2025-04-16,2099-12-31,
0,2000001809,Maps from,2025-04-16,2099-12-31,
2000001810,0,Maps to,2025-04-16,2099-12-31,
0,2000001810,Maps from,2025-04-16,2099-12-31,
2000001811,0,Maps to,2025-04-16,2099-12-31,
0,2000001811,Maps from,2025-04-16,2099-12-31,
2000001813,0,Maps to,2025-04-16,2099-12-31,
0,2000001813,Maps from,2025-04-16,2099-12-31,
2000001812,0,Maps to,2025-04-16,2099-12-31,
0,2000001812,Maps from,2025-04-16,2099-12-31,
2000001814,0,Maps to,2025-04-16,2099-12-31,
0,2000001814,Maps from,2025-04-16,2099-12-31,
2000001815,0,Maps to,2025-04-16,2099-12-31,
0,2000001815,Maps from,2025-04-16,2099-12-31,
2000001816,0,Maps to,2025-04-16,2099-12-31,
0,2000001816,Maps from,2025-04-16,2099-12-31,
2000001817,0,Maps to,2025-04-16,2099-12-31,
0,2000001817,Maps from,2025-04-16,2099-12-31,
2000001819,0,Maps to,2025-04-16,2099-12-31,
0,2000001819,Maps from,2025-04-16,2099-12-31,
2000001818,0,Maps to,2025-04-16,2099-12-31,
0,2000001818,Maps from,2025-04-16,2099-12-31,
2000001820,0,Maps to,2025-04-16,2099-12-31,
0,2000001820,Maps from,2025-04-16,2099-12-31,
2000001822,0,Maps to,2025-04-16,2099-12-31,
0,2000001822,Maps from,2025-04-16,2099-12-31,
2000001172,40785905,Maps to,2025-04-16,2099-12-31,
40785905,2000001172,Maps from,2025-04-16,2099-12-31,
2000001821,0,Maps to,2025-04-16,2099-12-31,
0,2000001821,Maps from,2025-04-16,2099-12-31,
2000001173,40785905,Maps to,2025-04-16,2099-12-31,
40785905,2000001173,Maps from,2025-04-16,2099-12-31,
2000001823,0,Maps to,2025-04-16,2099-12-31,
0,2000001823,Maps from,2025-04-16,2099-12-31,
2000001824,0,Maps to,2025-04-16,2099-12-31,
0,2000001824,Maps from,2025-04-16,2099-12-31,
2000001826,0,Maps to,2025-04-16,2099-12-31,
0,2000001826,Maps from,2025-04-16,2099-12-31,
2000001825,0,Maps to,2025-04-16,2099-12-31,
0,2000001825,Maps from,2025-04-16,2099-12-31,
2000001179,40783137,Maps to,2025-04-16,2099-12-31,
40783137,2000001179,Maps from,2025-04-16,2099-12-31,
2000001180,40783137,Maps to,2025-04-16,2099-12-31,
40783137,2000001180,Maps from,2025-04-16,2099-12-31,
2000001827,0,Maps to,2025-04-16,2099-12-31,
0,2000001827,Maps from,2025-04-16,2099-12-31,
2000001828,0,Maps to,2025-04-16,2099-12-31,
0,2000001828,Maps from,2025-04-16,2099-12-31,
2000001829,0,Maps to,2025-04-16,2099-12-31,
0,2000001829,Maps from,2025-04-16,2099-12-31,
2000001830,0,Maps to,2025-04-16,2099-12-31,
0,2000001830,Maps from,2025-04-16,2099-12-31,
2000001832,0,Maps to,2025-04-16,2099-12-31,
0,2000001832,Maps from,2025-04-16,2099-12-31,
2000001831,0,Maps to,2025-04-16,2099-12-31,
0,2000001831,Maps from,2025-04-16,2099-12-31,
2000001833,0,Maps to,2025-04-16,2099-12-31,
0,2000001833,Maps from,2025-04-16,2099-12-31,
2000001834,0,Maps to,2025-04-16,2099-12-31,
0,2000001834,Maps from,2025-04-16,2099-12-31,
2000001835,0,Maps to,2025-04-16,2099-12-31,
0,2000001835,Maps from,2025-04-16,2099-12-31,
2000001836,0,Maps to,2025-04-16,2099-12-31,
0,2000001836,Maps from,2025-04-16,2099-12-31,
2000001837,0,Maps to,2025-04-16,2099-12-31,
0,2000001837,Maps from,2025-04-16,2099-12-31,
2000000227,0,Maps to,2025-04-16,2099-12-31,
0,2000000227,Maps from,2025-04-16,2099-12-31,
2000001838,0,Maps to,2025-04-16,2099-12-31,
0,2000001838,Maps from,2025-04-16,2099-12-31,
2000001839,0,Maps to,2025-04-16,2099-12-31,
0,2000001839,Maps from,2025-04-16,2099-12-31,
2000001840,0,Maps to,2025-04-16,2099-12-31,
0,2000001840,Maps from,2025-04-16,2099-12-31,
2000001842,0,Maps to,2025-04-16,2099-12-31,
0,2000001842,Maps from,2025-04-16,2099-12-31,
2000001841,0,Maps to,2025-04-16,2099-12-31,
0,2000001841,Maps from,2025-04-16,2099-12-31,
2000000052,40775801,Maps to,2025-04-16,2099-12-31,
40775801,2000000052,Maps from,2025-04-16,2099-12-31,
2000000138,40786050,Maps to,2025-04-16,2099-12-31,
40786050,2000000138,Maps from,2025-04-16,2099-12-31,
2000001843,0,Maps to,2025-04-16,2099-12-31,
0,2000001843,Maps from,2025-04-16,2099-12-31,
2000001844,0,Maps to,2025-04-16,2099-12-31,
0,2000001844,Maps from,2025-04-16,2099-12-31,
2000001846,0,Maps to,2025-04-16,2099-12-31,
0,2000001846,Maps from,2025-04-16,2099-12-31,
2000001845,0,Maps to,2025-04-16,2099-12-31,
0,2000001845,Maps from,2025-04-16,2099-12-31,
2000001847,0,Maps to,2025-04-16,2099-12-31,
0,2000001847,Maps from,2025-04-16,2099-12-31,
2000001849,0,Maps to,2025-04-16,2099-12-31,
0,2000001849,Maps from,2025-04-16,2099-12-31,
2000001848,0,Maps to,2025-04-16,2099-12-31,
0,2000001848,Maps from,2025-04-16,2099-12-31,
2000001850,0,Maps to,2025-04-16,2099-12-31,
0,2000001850,Maps from,2025-04-16,2099-12-31,
2000000228,0,Maps to,2025-04-16,2099-12-31,
0,2000000228,Maps from,2025-04-16,2099-12-31,
2000001852,0,Maps to,2025-04-16,2099-12-31,
0,2000001852,Maps from,2025-04-16,2099-12-31,
2000001851,0,Maps to,2025-04-16,2099-12-31,
0,2000001851,Maps from,2025-04-16,2099-12-31,
2000001853,0,Maps to,2025-04-16,2099-12-31,
0,2000001853,Maps from,2025-04-16,2099-12-31,
2000001855,0,Maps to,2025-04-16,2099-12-31,
0,2000001855,Maps from,2025-04-16,2099-12-31,
2000001854,0,Maps to,2025-04-16,2099-12-31,
0,2000001854,Maps from,2025-04-16,2099-12-31,
2000001856,0,Maps to,2025-04-16,2099-12-31,
0,2000001856,Maps from,2025-04-16,2099-12-31,
2000001857,0,Maps to,2025-04-16,2099-12-31,
0,2000001857,Maps from,2025-04-16,2099-12-31,
2000001858,0,Maps to,2025-04-16,2099-12-31,
0,2000001858,Maps from,2025-04-16,2099-12-31,
2000001859,0,Maps to,2025-04-16,2099-12-31,
0,2000001859,Maps from,2025-04-16,2099-12-31,
2000001860,0,Maps to,2025-04-16,2099-12-31,
0,2000001860,Maps from,2025-04-16,2099-12-31,
2000001862,0,Maps to,2025-04-16,2099-12-31,
0,2000001862,Maps from,2025-04-16,2099-12-31,
2000001861,0,Maps to,2025-04-16,2099-12-31,
0,2000001861,Maps from,2025-04-16,2099-12-31,
2000001863,0,Maps to,2025-04-16,2099-12-31,
0,2000001863,Maps from,2025-04-16,2099-12-31,
2000001865,0,Maps to,2025-04-16,2099-12-31,
0,2000001865,Maps from,2025-04-16,2099-12-31,
2000001864,0,Maps to,2025-04-16,2099-12-31,
0,2000001864,Maps from,2025-04-16,2099-12-31,
