concept_id,concept_name,concept_code,vocabulary_id
1018088,Budget management,LP267539-7,LOINC
1018090,Purchase and dispatch,LP267581-9,LOINC
1018091,Human resources management,LP267582-7,LOINC
1018092,Budget,LP267583-5,LOINC
1018093,Human resources,LP267585-0,LOINC
1018120,Proof of encounter certificate,LP267920-9,LOINC
37021680,"t(14;20)(q32;q12)(IGH,MAFB) fusion transcript",LP267924-1,LOINC
1018145,I felt lonely even when I was with other people in past 7 days,LP267969-6,LOINC
1018146,How often did pain make it hard for you to walk more than 5 minutes at a time in past 7 days,LP267970-4,LOINC
1018147,How much did you worry about pain in past 7 days,LP267971-2,LOINC
1018174,Incident commander email address,LP268053-8,LOINC
1018175,Emergency response capabilities,LP268057-9,LOINC
1018176,Organization contact information panel,LP268058-7,LOINC
1018177,Primary contact information panel,LP268059-5,LOINC
37060187,Vanillylmandelate and Homovanillate panel,LP268118-9,LOINC
37075081,Rickettsia spotted fever group Ab.IgG and IgM panel,LP268119-7,LOINC
1018201,"Are you feeling bothered, upset, or worried at this point in your pregnancy about physical symptoms of pregnancy such as vomiting",LP268189-0,LOINC
1018207,Internal control result,LP268196-5,LOINC
1018225,PROMIS pain interference - version 1.1 Tscore,LP268254-2,LOINC
1018226,PROMIS item bank - pain interference - version 1.1,LP268255-9,LOINC
1018227,Date and time task assigned,LP268257-5,LOINC
1018228,Date task due,LP268259-1,LOINC
37073582,Trimethylamine N-oxide,LP268293-0,LOINC
37060053,Chlamydia trachomatis L1 Ab.IgG,LP268294-8,LOINC
37063436,Chlamydia trachomatis L1 Ab.IgA,LP268295-5,LOINC
37069633,Chlamydia trachomatis L1 Ab.IgM,LP268296-3,LOINC
37046855,Chlamydia trachomatis L1 Ab.IgG+IgA+IgM Interpretation,LP268297-1,LOINC
1176919,Liver cancer antibodies and AFP panel,LP268298-9,LOINC
1018250,EpCAM Ab,LP268299-7,LOINC
1018251,RalA Ab,LP268300-3,LOINC
37072772,TACI cells,LP268349-0,LOINC
37026341,BAFF-R cells,LP268351-6,LOINC
37056318,Transferrin.carbohydrate deficient and Apolipoprotein C-III panel,LP268352-4,LOINC
37041538,Apolipoprotein CIII-1,LP268355-7,LOINC
37033430,Apolipoprotein CIII-0,LP268357-3,LOINC
1176746,Date and time lab result reported,LP268394-6,LOINC
1018293,Public communication template,LP268395-3,LOINC
1018294,Contact name,LP268396-1,LOINC
1018295,Self-perception of body weight,LP268397-9,LOINC
1018296,"During the past month, how often did you eat hot or cold cereals",LP268398-7,LOINC
1018297,Report no events,LP268423-3,LOINC
1018319,Your child has to work really hard to pay attention or he or she makes mistakes in past 4 weeks - frequency,LP268451-4,LOINC
1018320,Your child has trouble keeping track of what he or she is doing if he or she gets interrupted in past 4 weeks,LP268452-2,LOINC
1018321,Your child has trouble paying attention to the teacher in past 4 weeks - frequency,LP268453-0,LOINC
1018322,Your child has trouble remembering the date or day of the week in past 4 weeks,LP268454-8,LOINC
1018344,Emergency operations center standard operating procedure name,LP268486-0,LOINC
1018345,Emergency operations center standard operating procedure identifier,LP268487-8,LOINC
1018379,It is hard for me to take notes in class in past 4 weeks,LP268528-9,LOINC
1018380,It is hard for me to concentrate in school in past 4 weeks - severity,LP268529-7,LOINC
1018381,I have a hard time keeping track of my homework in past 4 weeks - severity,LP268530-5,LOINC
1018382,I forget to bring things to and from school that I need for homework in past 4 weeks - severity,LP268531-3,LOINC
1018383,It takes me longer than other people to get my school work done in past 4 weeks - severity,LP268532-1,LOINC
1018396,"When I have a big project to do, I have trouble deciding where to start in past 4 weeks",LP268545-3,LOINC
1018397,I have to read things several times to understand them in past 4 weeks - frequency,LP268546-1,LOINC
1018398,I react slower than most people my age when I play games in past 4 weeks - frequency,LP268547-9,LOINC
1018399,It is hard for me to find the right words to say what I mean in past 4 weeks - frequency,LP268548-7,LOINC
1018400,I forget things easily in past 4 weeks - frequency,LP268549-5,LOINC
1018401,I forget what I am going to say in past 4 weeks - frequency,LP268550-3,LOINC
1018402,I have to use written lists more often than other people my age so I will not forget things in past 4 weeks - frequency,LP268551-1,LOINC
1018403,I have trouble remembering to do things like school projects or chores in past 4 weeks - frequency,LP268552-9,LOINC
1018404,I have to work really hard to pay attention or I make mistakes in past 4 weeks - frequency,LP268553-7,LOINC
1018405,It is hard for me to learn new things in past 4 weeks,LP268554-5,LOINC
1018406,It is hard for me to understand pictures that show how to make something in past 4 weeks,LP268555-2,LOINC
1018407,It is hard for me to pay attention to something boring I have to do in past 4 weeks,LP268556-0,LOINC
1018408,It is hard for me to add or subtract numbers in my head in past 4 weeks,LP268557-8,LOINC
1018409,I have to read things several times to understand them in past 4 weeks - severity,LP268558-6,LOINC
1018410,I react slower than most people my age when I play games in past 4 weeks - severity,LP268559-4,LOINC
1018411,It is hard for me to find the right words to say what I mean in past 4 weeks - severity,LP268560-2,LOINC
1018412,I forget things easily in past 4 weeks - severity,LP268561-0,LOINC
1018413,I forget what I am going to say in past 4 weeks - severity,LP268562-8,LOINC
1018414,I have to use written lists more often than other people my age so I will not forget things in past 4 weeks - severity,LP268563-6,LOINC
1018415,I have trouble remembering to do things like school projects or chores in past 4 weeks - severity,LP268564-4,LOINC
1018591,Hip fracture 10-year probability,LP269168-3,LOINC
37031975,Supplemental information about orthodontic condition,LP269171-7,LOINC
37033110,Habits impacting orthodontic condition,LP269172-5,LOINC
37040884,Medical conditions impacting orthodontic condition,LP269173-3,LOINC
37039956,Severe traumatic deviations impacting orthodontic condition,LP269174-1,LOINC
37075268,Borrelia burgdorferi bba64 gene,LP269205-3,LOINC
37066280,Borrelia sp panel,LP269206-1,LOINC
1018598,2H post XXX challenge,LP269207-9,LOINC
37055419,Microorganism preliminary growth detection panel,LP269209-5,LOINC
1018600,Conscious sedation procedure,LP269245-9,LOINC
1018601,Conscious sedation procedure note,LP269246-7,LOINC
37052753,Porcine circovirus type 3 ORF2 gene,LP269248-3,LOINC
37025048,Levothyroxine absorption panel,LP269273-1,LOINC
37072504,Posterior inter-arch deviation,LP269274-9,LOINC
37052332,Openbite teeth,LP269275-6,LOINC
37036867,Crossbite teeth,LP269276-4,LOINC
37078457,Overbite teeth,LP269278-0,LOINC
37063663,Overjet teeth,LP269279-8,LOINC
1018607,Overweight,LP269280-6,LOINC
1018608,"During the past month, how often did you drink regular soda or pop that contains sugar",LP269283-0,LOINC
1018609,"During the past month, how often did you drink coffee or tea that had sugar or honey added to it",LP269284-8,LOINC
1018610,"During the past month, how often did you eat a green leafy or lettuce salad, with or without other vegetables",LP269285-5,LOINC
1018616,"During the past month, how often did you eat any kind of cheese",LP269291-3,LOINC
1176715,Mycobacterium preliminary growth,LP269306-9,LOINC
37033086,Vedolizumab and Vedolizumab Ab panel,LP269307-7,LOINC
1177123,Levothyroxine absorption,LP269308-5,LOINC
1018627,Medication volume of distribution,LP269309-3,LOINC
1176784,Post-challenge peak - baseline concentration increment,LP269310-1,LOINC
37058203,Protein.monoclonal isotype,LP269335-8,LOINC
1018638,"Considering your shortness of breath over the past 7 days, rate the amount of difficulty you had when washing dishes",LP269372-1,LOINC
1018639,"Considering your shortness of breath over the past 7 days, rate the amount of difficulty you had when sweeping or mopping",LP269373-9,LOINC
1018640,"Considering your shortness of breath over the past 7 days, rate the amount of difficulty you had when making a bed",LP269374-7,LOINC
1018641,"Considering your shortness of breath over the past 7 days, rate the amount of difficulty you had when lifting something weighing 10-20 lbs (about 4.5-9 kg, like a large bag of groceries)",LP269375-4,LOINC
1018642,"Considering your shortness of breath over the past 7 days, rate the amount of difficulty you had when carrying something weighing 10-20 lbs (about 4.5-9 kg, like a large bag of groceries) from one room to another",LP269376-2,LOINC
1018649,"Considering your shortness of breath over the past 7 days, rate the amount of difficulty you had when walking 1/2 mile (almost 1 km) on flat ground at a normal speed without stopping",LP269383-8,LOINC
1018650,"Considering your shortness of breath over the past 7 days, rate the amount of difficulty you had when walking up 5 stairs without stopping",LP269384-6,LOINC
1018651,"Considering your shortness of breath over the past 7 days, rate the amount of difficulty you had when walking up 10 stairs (1 flight) without stopping",LP269385-3,LOINC
1018652,"Considering your shortness of breath over the past 7 days, rate the amount of difficulty you had when walking up 30 stairs (3 flights) without stopping",LP269386-1,LOINC
1018653,"Considering your shortness of breath over the past 7 days, rate the amount of difficulty you had when scrubbing the floor or counter",LP269387-9,LOINC
1018665,"Considering your shortness of breath over the past 7 days, rate the amount of difficulty you had singing or humming",LP269399-4,LOINC
1018666,"Considering your shortness of breath over the past 7 days, rate the amount of difficulty you had when talking while walking",LP269400-0,LOINC
1018667,PROMIS item bank - dyspnea functional limitations - version 1.0,LP269404-2,LOINC
1018668,PROMIS dyspnea functional limitations - version 1.0 T score,LP269405-9,LOINC
1018669,Words I wanted to use have seemed to be on the tip of my tongue in past 7 days,LP269406-7,LOINC
1018670,I have had trouble finding the right words to express myself in past 7 days,LP269407-5,LOINC
1018671,What number best describes how pain has interfered with your enjoyment of life during the past week,LP269408-3,LOINC
1018672,What number best describes how pain has interfered with your general activity during the past week,LP269409-1,LOINC
37031984,Iothalamate clearance,LP269410-9,LOINC
37022757,Iothalamate clearance panel,LP269411-7,LOINC
37044641,Monoclonal gammopathy panel,LP269412-5,LOINC
37043478,Protein electrophoresis and M protein isotype panel,LP269413-3,LOINC
37037503,Cystinuria panel,LP269414-1,LOINC
37033942,Iothalamate,LP269415-8,LOINC
1018673,Fungal BT2,LP269416-6,LOINC
1018674,Revised Geneva score interpretation,LP269417-4,LOINC
1018675,Pulmonary Embolism Rule-out Criteria score interpretation,LP269418-2,LOINC
1018677,Pulmonary Embolism Severity Index score interpretation,LP269420-8,LOINC
1018681,"Thinking about the past 4 weeks, my child's life was ideal",LP269426-5,LOINC
1018682,"Thinking about the past 4 weeks, my child's life was the best",LP269427-3,LOINC
1018683,"Thinking about the past 4 weeks, my child's life was outstanding",LP269428-1,LOINC
1018684,"Thinking about the past 4 weeks, my child's life was excellent",LP269429-9,LOINC
1018685,"Thinking about the past 4 weeks, my child's life was great",LP269430-7,LOINC
1018686,"Thinking about the past 4 weeks, my child's life was good",LP269431-5,LOINC
1018687,"Thinking about the past 4 weeks, my child's life was going very well",LP269432-3,LOINC
1018696,"Thinking about the past 4 weeks, my child enjoyed his/her life more than most kids enjoyed their lives",LP269441-4,LOINC
1018697,"Thinking about the past 4 weeks, my child felt he/she lived as well as other kids",LP269442-2,LOINC
1018698,"Thinking about the past 4 weeks, my child's life was as good as most kids' lives",LP269443-0,LOINC
1018699,"Thinking about the past 4 weeks, my child was satisfied with the friends he/she has",LP269444-8,LOINC
1018700,"Thinking about the past 4 weeks, my child was happy with his/her social life",LP269445-5,LOINC
1018701,"Thinking about the past 4 weeks, my child was happy with his/her family life",LP269446-3,LOINC
1018711,"Thinking about the past 4 weeks, my child felt very good about his/her life",LP269456-2,LOINC
1018712,"Thinking about the past 4 weeks, my child felt good about his/her life",LP269457-0,LOINC
1018713,"Thinking about the past 4 weeks, my child had a good life",LP269458-8,LOINC
1018714,"Thinking about the past 4 weeks, my child felt positive about his/her life",LP269459-6,LOINC
1018715,"Thinking about the past 4 weeks, my child had fun",LP269460-4,LOINC
1018716,"Thinking about the past 4 weeks, my child had a lot of fun",LP269461-2,LOINC
1018717,"Thinking about the past 4 weeks, my child enjoyed his/her life",LP269462-0,LOINC
1018718,"Thinking about the past 4 weeks, my child liked the way he/she lived his/her life",LP269463-8,LOINC
1018724,PROMIS parent proxy life satisfaction - version 1.0 T-Score,LP269469-5,LOINC
1018725,"Thinking about the past 4 weeks, my life was ideal",LP269470-3,LOINC
1018726,"Thinking about the past 4 weeks, my life was the best",LP269471-1,LOINC
1018727,"Thinking about the past 4 weeks, my life was outstanding",LP269472-9,LOINC
1018728,"Thinking about the past 4 weeks, my life was excellent",LP269473-7,LOINC
1018729,"Thinking about the past 4 weeks, my life was great",LP269474-5,LOINC
1018730,"Thinking about the past 4 weeks, my life was good",LP269475-2,LOINC
1018731,"Thinking about the past 4 weeks, my life was going very well",LP269476-0,LOINC
1018732,"Thinking about the past 4 weeks, my life was just right",LP269477-8,LOINC
1018733,"Thinking about the past 4 weeks, the conditions of my life were excellent",LP269478-6,LOINC
1018747,"Thinking about the past 4 weeks, I was happy with my life at home",LP269492-7,LOINC
1018748,"Thinking about the past 4 weeks, I was happy with my life in my neighborhood",LP269493-5,LOINC
1018749,"Thinking about the past 4 weeks, I was happy with my life in my community",LP269494-3,LOINC
1018750,"Thinking about the past 4 weeks, I was satified with my free time",LP269495-0,LOINC
1018751,"Thinking about the past 4 weeks, I was satisfied with my skills and talents",LP269496-8,LOINC
1018752,"Thinking about the past 4 weeks, I was satisfied with my life",LP269497-6,LOINC
1018753,"Thinking about the past 4 weeks, I felt extremely positive about my life",LP269498-4,LOINC
1018754,"Thinking about the past 4 weeks, I was happy with my life",LP269499-2,LOINC
1018755,"Thinking about the past 4 weeks, I felt very good about my life",LP269500-7,LOINC
1018756,"Thinking about the past 4 weeks, I felt good about my life",LP269501-5,LOINC
1018757,"Thinking about the past 4 weeks, I had a good life",LP269502-3,LOINC
1018758,"Thinking about the past 4 weeks, I felt positive about my life",LP269503-1,LOINC
1018759,"Thinking about the past 4 weeks, I had fun",LP269504-9,LOINC
1018760,"Thinking about the past 4 weeks, I had a lot of fun",LP269505-6,LOINC
1018761,"Thinking about the past 4 weeks, I enjoyed my life",LP269506-4,LOINC
1018762,"Thinking about the past 4 weeks, I liked the way I lived my life",LP269507-2,LOINC
1018763,"Thinking about the past 4 weeks, my life was worthwhile",LP269508-0,LOINC
1018764,"Thinking about the past 4 weeks, my life went well",LP269509-8,LOINC
1018765,"Thinking about the past 4 weeks, I lived my life well",LP269510-6,LOINC
1018766,"Thinking about the past 4 weeks, I was satisfied with my life in general",LP269511-4,LOINC
1018767,PROMIS pediatric item bank - life satisfaction - version 1.0,LP269512-2,LOINC
1018768,PROMIS pediatric life satisfaction - version 1.0 T-Score,LP269513-0,LOINC
1176556,Methamphetamine+Methylenedioxymethamphetamine,LP269521-3,LOINC
37036673,Phlebovirus sp RNA,LP269522-1,LOINC
1018781,MDS v3.0 - RAI v1.17.2 - Bladder and bowel - OSA,LP269539-5,LOINC
1018782,MDS v3.0 - RAI v1.17.2 - Correction request,LP269540-3,LOINC
1018783,MDS v3.0 - RAI v1.17.2 - Correction request - OSA,LP269541-1,LOINC
1018784,MDS v3.0 - RAI v1.17.2 - Health conditions,LP269542-9,LOINC
1018785,MDS v3.0 - RAI v1.17.2 - Health conditions - IPA,LP269543-7,LOINC
1018786,"MDS v3.0 - RAI v1.17.2 - Health conditions - NP, NQ, SP",LP269544-5,LOINC
1018799,"MDS v3.0 - RAI v1.17.1, 1.17.2 - Nursing home comprehensive (NC) item set",LP269557-7,LOINC
1018800,"MDS v3.0 - RAI v1.17.1, 1.17.2 - Nursing home discharge (ND) item set",LP269558-5,LOINC
1018801,"MDS v3.0 - RAI v1.17.1, 1.17.2 - Nursing home part A PPS discharge (NPE) item set",LP269559-3,LOINC
1018802,"MDS v3.0 - RAI v1.17.1, 1.17.2 - Nursing home quarterly (NQ) item set",LP269560-1,LOINC
1018804,"MDS v3.0 - RAI v1.17.1, 1.17.2 - Optional State Assessment (OSA) item set",LP269562-7,LOINC
1018805,MDS v3.0 - RAI v1.17.2 - Skin conditions - IPA,LP269563-5,LOINC
1018806,MDS v3.0 - RAI v1.17.2 - Skin conditions - OSA,LP269564-3,LOINC
1018807,"MDS v3.0 - RAI v1.17.2 - Special treatments, procedures, and programs",LP269565-0,LOINC
1018808,"MDS v3.0 - RAI v1.17.2 - Special treatments, procedures, and programs - IPA",LP269566-8,LOINC
1018809,"MDS v3.0 - RAI v1.17.2 - Special treatments, procedures, and programs - ND",LP269567-6,LOINC
1018810,"MDS v3.0 - RAI v1.17.2 - Special treatments, procedures, and programs - NP, NQ",LP269568-4,LOINC
1018811,"MDS v3.0 - RAI v1.17.2 - Special treatments, procedures, and programs - NPE",LP269569-2,LOINC
1018812,"MDS v3.0 - RAI v1.17.2 - Special treatments, procedures, and programs - OSA",LP269570-0,LOINC
1018813,"MDS v3.0 - RAI v1.17.2 - Special treatments, procedures, and programs - SP",LP269571-8,LOINC
1018814,MDS v3.0 - RAI v1.17.2 - Swallowing/nutritional status,LP269572-6,LOINC
1018815,MDS v3.0 - RAI v1.17.2 - Swallowing/nutritional status - IPA,LP269573-4,LOINC
1018816,MDS v3.0 - RAI v1.17.2 - Swallowing/nutritional status - OSA,LP269574-2,LOINC
1018817,"MDS v3.0 - RAI v1.17.1, 1.17.2 - Swing bed PPS (SP) item set",LP269576-7,LOINC
1018818,MDS v3.0 - RAI v1.17.2 - Type of assessment,LP269577-5,LOINC
1018819,MDS v3.0 - RAI v1.17.2 - Type of assessment on existing record to be modified or inactivated,LP269578-3,LOINC
1018820,"Minimum Data Set (MDS) - version 3.0 - Resident Assessment Instrument (RAI) version 1.17.1, 1.17.2",LP269579-1,LOINC
1018821,Mobility - interim performance during assessment period,LP269580-9,LOINC
1018822,Number of days with at least 15 minutes of occupational therapy during assessment period,LP269581-7,LOINC
1018823,Number of days with at least 15 minutes of physical therapy during assessment period,LP269582-5,LOINC
1018831,Optional state assessment - OSA,LP269590-8,LOINC
1018837,Physical therapy since the start date of the resident's most recent Medicare Part A stay,LP269596-5,LOINC
1018838,"MDS v1.17.1, 1.17.2 - Self-care - interim performance - IPA",LP269597-3,LOINC
1018839,Short stay assessment,LP269598-1,LOINC
1018840,SNF Part A Interrupted Stay,LP269599-9,LOINC
1018841,Speech-language pathology and audiology services - concurrent minutes during assessment period,LP269600-5,LOINC
1018842,Speech-language pathology and audiology services - co-treatment minutes during assessment period,LP269601-3,LOINC
1018864,My child was able to count on his/her friends in past 7 days,LP269736-7,LOINC
1018865,My child played alone and kept to himself/herself in past 7 days,LP269737-5,LOINC
1018866,My child liked being around other kids his/her age in past 7 days,LP269738-3,LOINC
1018867,My child spent time with his/her friends in past 7 days,LP269739-1,LOINC
1018868,My child was able to talk about everything with his or her friends in past 7 days,LP269741-7,LOINC
1018869,My child has been physically able to do the activities he/she enjoys most in past 7 days,LP269742-5,LOINC
1018870,My child could ride a bike in past 7 days,LP269743-3,LOINC
1018890,My child used a wheelchair to get around in past 7 days,LP269763-1,LOINC
1018891,My child could carry his/her books in a backpack in past 7 days,LP269764-9,LOINC
37036831,Arachidonate (C20:4w6)+Linoleate (C18:2w6),LP269768-0,LOINC
1018892,PROMIS parent proxy item bank - mobility - version 2.0,LP269769-8,LOINC
1018893,PROMIS parent proxy mobility - version 2.0 T-score,LP269770-6,LOINC
1018894,PROMIS pediatric item bank - peer relationships - version 2.0,LP269771-4,LOINC
1018895,PROMIS pediatric peer relationships - version 2.0 T-score,LP269772-2,LOINC
1018896,Malocclusion severity assessment,LP269773-0,LOINC
37029947,Asymmetry of lower face,LP269774-8,LOINC
37049491,Physical findings of Mandible condyle,LP269775-5,LOINC
1018903,"MDS v3.0 - RAI v1.17.2 - Swallowing/nutritional status - ND, SD",LP269799-5,LOINC
1019028,Task identifier,LP269970-2,LOINC
1019029,Percent of task completed,LP269971-0,LOINC
1019050,People with preliminary positive lab results,LP270000-5,LOINC
1019051,People with confirmed positive lab results,LP270001-3,LOINC
1019052,People with confirmed negative lab results,LP270002-1,LOINC
1019053,Reason for risk assessment,LP270005-4,LOINC
1018985,Final score,LP270006-2,LOINC
1019055,Duke Anxiety Depression Scale,LP270007-0,LOINC
37026053,Craniofacial anomalies impacting orthodontic care,LP270016-1,LOINC
37067839,Dental abnormalities impacting orthodontic care,LP270017-9,LOINC
37028885,Orthognathic surgery consideration summary,LP270018-7,LOINC
1019057,Orthodontic evaluation summary,LP270019-5,LOINC
1019072,PROMIS short form - applied cognition - general concerns 4a - version 1.0 raw score,LP270035-1,LOINC
1019073,PROMIS short form - applied cognition - general concerns 6a - version 1.0 raw score,LP270036-9,LOINC
1019074,PROMIS short form - applied cognition - general concerns 6a - version 1.0,LP270037-7,LOINC
1019075,PROMIS short form - applied cognition - general concerns 8a - version 1.0 raw score,LP270038-5,LOINC
1019076,PROMIS short form - applied cognition - general concerns 8a - version 1.0,LP270039-3,LOINC
1019077,PROMIS short form - dyspnea functional limitations 10a - version 1.0 raw score,LP270040-1,LOINC
1019078,PROMIS short form - dyspnea functional limitations 10a - version 1.0,LP270041-9,LOINC
1019079,PROMIS short form - emotional distress - anger 5a - version 1.1 raw score,LP270042-7,LOINC
1019080,PROMIS short form - emotional distress - anger 5a - version 1.1,LP270043-5,LOINC
1019097,PROMIS pediatric short form - life satisfaction 4a - version 1.0 raw score,LP270065-8,LOINC
1019098,PROMIS pediatric short form - life satisfaction 8a - version 1.0 raw score,LP270066-6,LOINC
1019099,PROMIS pediatric short form - life satisfaction 8a - version 1.0,LP270067-4,LOINC
1019100,PROMIS pediatric short form - life satisfaction 4a - version 1.0,LP270068-2,LOINC
1019101,PROMIS pediatric short form - mobility 8a - version 2.0 raw score,LP270069-0,LOINC
1019102,PROMIS pediatric short form - mobility 8a - version 2.0,LP270070-8,LOINC
1019103,PROMIS pediatric short form - pain interference 8a - version 2.0 raw score,LP270071-6,LOINC
1019107,Person assigned to task,LP270075-7,LOINC
1019121,Cases,LP270144-1,LOINC
1019122,New cases per day,LP270145-8,LOINC
1019123,Symptoms related to incident or outbreak,LP270146-6,LOINC
1019124,Inter-agency communication document,LP270147-4,LOINC
1019125,Personnel contact information panel,LP270148-2,LOINC
1019126,Organization assigned to task,LP270149-0,LOINC
1019127,Impact level,LP270150-8,LOINC
37038593,Cholesterol in LDL 2,LP270151-6,LOINC
37058704,Cholesterol in LDL 1,LP270152-4,LOINC
37024641,Cholesterol in LDL 3,LP270153-2,LOINC
37040418,Cholesterol in LDL 4,LP270154-0,LOINC
1019146,When my child was in pain he or she became quiet in past 7 days,LP270374-4,LOINC
1019147,When my child was in pain he or she asked for help getting around in past 7 days,LP270375-1,LOINC
1019148,When my child was in pain he or she groaned in past 7 days,LP270376-9,LOINC
1019149,When my child was in pain he or she stayed away from other people in past 7 days,LP270377-7,LOINC
1019150,When my child was in pain he or she asked for medicine in past 7 days,LP270378-5,LOINC
1019151,When my child was in pain he or she screamed in past 7 days,LP270379-3,LOINC
1019152,When my child was in pain he or she protected the part of his or her body that hurt in past 7 days,LP270380-1,LOINC
1019171,When my child was in pain he or she asked to see a doctor in past 7 days,LP270399-1,LOINC
1019172,When my child was in pain he or she pulled away if someone touched him or her where it hurt in past 7 days,LP270400-7,LOINC
1019173,When my child was in pain he or she argued with people in past 7 days,LP270401-5,LOINC
1019174,When my child was in pain he or she avoided using the part of his or her body that hurt in past 7 days,LP270402-3,LOINC
1019175,When my child was in pain he or she said mean words to people in past 7 days,LP270403-1,LOINC
1019176,When my child was in pain he or she got mad and threw or hit something in past 7 days,LP270404-9,LOINC
1019177,When my child was in pain he or she had a fixed or dazed expression in past 7 days,LP270405-6,LOINC
1019178,When my child was in pain he or she had tears in his or her eyes in past 7 days,LP270406-4,LOINC
1019179,When my child was in pain he or she had circles under his or her eyes in past 7 days,LP270407-2,LOINC
1019180,When my child was in pain he or she sighed in past 7 days,LP270408-0,LOINC
1019191,"Thinking about my life, I expect to enjoy my future life",LP270422-1,LOINC
1019192,"Thinking about my life, I expect to have a long life",LP270423-9,LOINC
1019193,"Thinking about my life, I expect to have success in the future",LP270424-7,LOINC
1019194,"Thinking about my life, I expect to achieve what I want in life",LP270425-4,LOINC
1019195,"Thinking about my life, I look forward to what will happen in the future",LP270426-2,LOINC
1019196,"Thinking about my life, I expect to succeed at what I try to do",LP270427-0,LOINC
1019197,"Thinking about my life, when bad things happen, I expect them to get better",LP270428-8,LOINC
1019198,"Thinking about my life, I have hope",LP270429-6,LOINC
1019199,"Thinking about my life, I am full of hope",LP270430-4,LOINC
1019200,"Thinking about my life, I always have hope",LP270431-2,LOINC
1019201,"Thinking about my life, I feel hopeful about my plans for the future",LP270432-0,LOINC
1019214,"Thinking about my life, I want to make the most out of my life",LP270445-2,LOINC
1019215,"Thinking about my life, my life is filled with important things",LP270446-0,LOINC
1019216,"Thinking about my life, my life is important",LP270447-8,LOINC
1019217,"Thinking about my life, I want to do what is important",LP270448-6,LOINC
1019218,"Thinking about my life, I try to find meaning in life",LP270449-4,LOINC
1019219,"Thinking about my life, my life has meaning",LP270450-2,LOINC
1019220,"Thinking about my life, my life is filled with meaning",LP270451-0,LOINC
1019221,"Thinking about my life, I try to find purpose in life",LP270452-8,LOINC
1019222,"Thinking about my life, my life has purpose",LP270453-6,LOINC
1019223,"Thinking about my life, my life is filled with purpose",LP270454-4,LOINC
1019240,"I had trouble breathing, even when I was not exercising or playing hard in past 7 days",LP270471-8,LOINC
1019241,I felt dizzy in past 7 days,LP270472-6,LOINC
1019242,My breathing was fast in past 7 days,LP270473-4,LOINC
1019243,My hands shook in past 7 days,LP270474-2,LOINC
1019244,My legs shook in past 7 days,LP270475-9,LOINC
1019245,My body shook in past 7 days,LP270476-7,LOINC
1019246,I had a headache in past 7 days,LP270477-5,LOINC
1019247,My neck hurt in past 7 days,LP270478-3,LOINC
1019248,My back hurt in past 7 days,LP270479-1,LOINC
1019249,I had a bad stomach ache in past 7 days,LP270480-9,LOINC
1019250,I had pain that really bothered me in past 7 days,LP270481-7,LOINC
1019251,My appetite changed in past 7 days,LP270482-5,LOINC
1019269,My child got tired easily because of his or her asthma in past 7 days,LP270557-4,LOINC
1019270,My child was bothered by asthma when he or she was with friends in past 7 days,LP270558-2,LOINC
1019271,My child was bothered by the amount of time he or she spent wheezing in past 7 days,LP270559-0,LOINC
1019272,My child's body felt bad when he or she was out of breath in past 7 days,LP270560-8,LOINC
1019273,My child had trouble walking because of asthma in past 7 days,LP270561-6,LOINC
1019302,How many days was your child strong enough to hold a full plate or tray of food in past 7 days,LP270604-4,LOINC
1019303,How many days was your child strong enough to get out of bed and stand without help in past 7 days,LP270605-1,LOINC
1019304,How many days was your child strong enough to jump up and down in past 7 days,LP270606-9,LOINC
1019305,How many days was your child strong enough to pour a drink from a full pitcher or carton in past 7 days,LP270607-7,LOINC
1019306,How many days was your child strong enough to open a jar by himself or herself in past 7 days,LP270608-5,LOINC
1019307,How many days was your child strong enough to carry his or her school books in past 7 days,LP270609-3,LOINC
1019308,How many days was your child strong enough to get down on the floor in past 7 days,LP270610-1,LOINC
1019309,How many days was your child strong enough to lift heavy things over his or her head in past 7 days,LP270611-9,LOINC
1019310,I felt concerned about what was going on in my life in past 7 days,LP270612-7,LOINC
1019329,Everything bothered my child in past 7 days,LP270634-1,LOINC
1019330,My child felt under pressure in past 7 days,LP270635-8,LOINC
1019331,My child felt that his or her problems kept piling up in past 7 days,LP270636-6,LOINC
1019332,My child felt overwhelmed in past 7 days,LP270637-4,LOINC
1019333,My child felt so upset that he or she could not remember what happened or what he or she did in past 7 days,LP270638-2,LOINC
1019334,My child had trouble concentrating in past 7 days,LP270639-0,LOINC
1019369,My child felt energetic in past 7 days,LP270674-7,LOINC
1019370,My child had a lot of energy in past 7 days,LP270675-4,LOINC
1019371,My child felt wide awake in past 7 days,LP270676-2,LOINC
1019372,My child felt refreshed in past 7 days,LP270677-0,LOINC
1019373,My child felt active in past 7 days,LP270678-8,LOINC
1019374,My child felt full of pep in past 7 days,LP270679-6,LOINC
1019375,My child felt strong in past 7 days,LP270680-4,LOINC
1019376,My child felt healthy in past 7 days,LP270681-2,LOINC
1019377,I felt calm in past 7 days,LP270682-0,LOINC
1019378,I felt peaceful in past 7 days,LP270683-8,LOINC
1019380,I felt content in past 7 days,LP270685-3,LOINC
1019400,I smiled a lot in past 7 days,LP270705-9,LOINC
1019401,I laughed a lot in past 7 days,LP270706-7,LOINC
1019402,I was merry in past 7 days,LP270707-5,LOINC
1019403,I was in a good mood in past 7 days,LP270708-3,LOINC
