concept_id,concept_name,concept_code,vocabulary_id
1005072,I had trouble sleeping at night because of my asthma in past 7 days,LP103263-2,LOINC
1005073,It was hard for me to play sports or exercise because of my asthma in past 7 days,LP103264-0,LOINC
1005074,It was hard to take a deep breath because of my asthma in past 7 days,LP103265-7,LOINC
1005075,My asthma bothered me in past 7 days,LP103266-5,LOINC
1005076,I coughed because of my asthma in past 7 days,LP103267-3,LOINC
1005077,I got tired easily because of my asthma in past 7 days,LP103268-1,LOINC
1005078,I had asthma attacks in past 7 days,LP103269-9,LOINC
1005080,I missed school because of asthma in past 7 days,LP103271-5,LOINC
1005081,I was bothered by the amount of time I spent wheezing in past 7 days,LP103272-3,LOINC
1005085,PROMIS pediatric short form - depressive symptoms - version 1.0,LP103276-4,LOINC
1005086,I felt too sad to eat in past 7 days,LP103277-2,LOINC
1005087,I didn't care about anything in past 7 days,LP103278-0,LOINC
1005088,I wanted to be by myself in past 7 days,LP103279-8,LOINC
1005089,I thought that my life was bad in past 7 days,LP103280-6,LOINC
1005090,It was hard for me to have fun in past 7 days,LP103281-4,LOINC
1005091,I felt alone in past 7 days,LP103282-2,LOINC
1005092,I could not stop feeling sad in past 7 days,LP103283-0,LOINC
1005093,I felt like I couldn't do anything right in past 7 days,LP103284-8,LOINC
1005094,I felt everything in my life went wrong in past 7 days,LP103285-5,LOINC
1005095,I felt stressed in past 7 days,LP103286-3,LOINC
1005096,Being sad made it hard for me to do things with my friends in past 7 days,LP103287-1,LOINC
1005097,PROMIS pediatric item bank - fatigue - version 1.0,LP103288-9,LOINC
1005098,Being tired kept me from having fun in past 7 days,LP103289-7,LOINC
1005099,Being tired made it hard for me to keep up with my schoolwork in past 7 days,LP103290-5,LOINC
1005100,Being tired made it hard for me to play or go out with my friends as much as I'd like in past 7 days,LP103291-3,LOINC
1005101,I felt more tired than usual when I woke up in the morning in past 7 days,LP103292-1,LOINC
1005102,I felt too tired to spend time with my friends in past 7 days,LP103293-9,LOINC
1005103,I felt weak in past 7 days,LP103294-7,LOINC
1005104,I got tired easily in past 7 days,LP103295-4,LOINC
1005105,I had trouble finishing things because I was too tired in past 7 days,LP103296-2,LOINC
1005106,I had trouble starting things because I was too tired in past 7 days,LP103297-0,LOINC
1005107,I was so tired it was hard for me to focus on my work in past 7 days,LP103298-8,LOINC
1005108,I was so tired it was hard for me to pay attention in past 7 days,LP103299-6,LOINC
1005109,I was too tired to do sports or exercise in past 7 days,LP103300-2,LOINC
1005113,I was too tired to go up and down a lot of stairs in past 7 days,LP103304-4,LOINC
1005114,I was too tired to read in past 7 days,LP103305-1,LOINC
1005115,I was too tired to take a bath or shower in past 7 days,LP103306-9,LOINC
1005116,I was too tired to watch television in past 7 days,LP103307-7,LOINC
1005117,PROMIS pediatric item bank - physical function - mobility - version 1.0,LP103308-5,LOINC
1005118,I could ride a bike in past 7 days,LP103309-3,LOINC
1005119,I could get in and out of a car in past 7 days,LP103310-1,LOINC
1005120,I could walk more than one block in past 7 days,LP103311-9,LOINC
1005121,I could do sports and exercise that other kids my age could do in past 7 days,LP103312-7,LOINC
1005122,I could keep up when I played with other kids in past 7 days,LP103313-5,LOINC
1005123,I could get out of bed by myself in past 7 days,LP103314-3,LOINC
1005124,I could get into bed by myself in past 7 days,LP103315-0,LOINC
1005125,I could stand up by myself in past 7 days,LP103316-8,LOINC
1005126,I could get down on my knees without holding on to something in past 7 days,LP103317-6,LOINC
1005127,I could walk up stairs without holding on to anything in past 7 days,LP103318-4,LOINC
1005128,I used a wheelchair to get around in past 7 days,LP103319-2,LOINC
1005132,I could get up from a regular toilet in past 7 days,LP103323-4,LOINC
1005133,I could get up from the floor in past 7 days,LP103324-2,LOINC
1005134,I could go up one step in past 7 days,LP103325-9,LOINC
1005135,I could stand up on my tiptoes in past 7 days,LP103326-7,LOINC
1005136,I could turn my head all the way to the side in past 7 days,LP103327-5,LOINC
1005137,I have been physically able to do the activities I enjoy most in past 7 days,LP103328-3,LOINC
1005138,I could run a mile in past 7 days,LP103329-1,LOINC
1005139,I could bend over to pick something up in past 7 days,LP103330-9,LOINC
1005140,I could walk across the room in past 7 days,LP103331-7,LOINC
1005144,I had trouble sleeping when I had pain in past 7 days,LP103335-8,LOINC
1005145,I hurt a lot in past 7 days,LP103336-6,LOINC
1005146,It was hard for me to remember things when I had pain in past 7 days,LP103337-4,LOINC
1005147,I hurt all over my body in past 7 days,LP103338-2,LOINC
1005148,It was hard for me to run when I had pain in past 7 days,LP103339-0,LOINC
1005149,It was hard for me to walk one block when I had pain in past 7 days,LP103340-8,LOINC
1005150,I missed school when I had pain in past 7 days,LP103341-6,LOINC
1005151,It was hard to get along with other people when I had pain in past 7 days,LP103342-4,LOINC
1005152,It was hard to have fun when I had pain in past 7 days,LP103343-2,LOINC
1005153,It was hard to stay standing when I had pain in past 7 days,LP103344-0,LOINC
1005154,It was hard for me to pay attention when I had pain in past 7 days,LP103345-7,LOINC
1005155,PROMIS pediatric item bank - peer relationships - version 1.0,LP103346-5,LOINC
1005156,I felt accepted by other kids my age in past 7 days,LP103347-3,LOINC
1005157,I felt good about my friendships in past 7 days,LP103348-1,LOINC
1005158,I liked being around other kids my age in past 7 days,LP103349-9,LOINC
1005159,I played alone and kept to myself in past 7 days,LP103350-7,LOINC
1005160,"I shared with other kids (food, games, pens, etc) in past 7 days",LP103351-5,LOINC
1005161,I spent time with my friends in past 7 days,LP103352-3,LOINC
1005162,I was a good friend in past 7 days,LP103353-1,LOINC
1005163,I was able to count on my friends in past 7 days,LP103354-9,LOINC
1005164,I was able to have fun with my friends in past 7 days,LP103355-6,LOINC
1005165,I was able to talk about everything with my friends in past 7 days,LP103356-4,LOINC
1005166,I was good at making friends in past 7 days,LP103357-2,LOINC
1005171,PROMIS pediatric item bank - physical function - upper extremity - version 1.0,LP103362-2,LOINC
1005172,I could button my shirt or pants in past 7 days,LP103363-0,LOINC
1005173,I could open a jar by myself in past 7 days,LP103364-8,LOINC
1005174,I could open the rings in school binders in past 7 days,LP103365-5,LOINC
1005175,I could pour a drink from a full pitcher in past 7 days,LP103366-3,LOINC
1005177,I could pull open heavy doors in past 7 days,LP103368-9,LOINC
1005178,I could put on my shoes by myself in past 7 days,LP103369-7,LOINC
1005179,I could use a key to unlock a door in past 7 days,LP103370-5,LOINC
1005180,PROMIS pediatric short form - emotional distress - anger - version 1.0,LP103371-3,LOINC
1005181,I felt fed up in past 7 days,LP103372-1,LOINC
1005182,I felt mad in past 7 days,LP103373-9,LOINC
1005183,I was so angry I felt like throwing something in past 7 days,LP103374-7,LOINC
1005184,I was so angry I felt like yelling at somebody in past 7 days,LP103375-4,LOINC
1005185,"When I got mad, I stayed mad in past 7 days",LP103376-2,LOINC
1005186,PROMIS pediatric short form - emotional distress - anxiety - 8a - version 1.0,LP103377-0,LOINC
1005187,I was afraid that I would make mistakes in past 7 days,LP103379-6,LOINC
1005188,PROMIS short form - emotional distress - anger 8a - version 1.0,LP103380-4,LOINC
1005189,PROMIS short form - emotional distress - anxiety 7a - version 1.0,LP103381-2,LOINC
1005190,PROMIS short form - emotional distress - depression 8b - version 1.0,LP103382-0,LOINC
1005191,PROMIS short form - fatigue 7a - version 1.0,LP103383-8,LOINC
1005196,PROMIS short form - sleep disturbance 8b - version 1.0,LP103388-7,LOINC
1005197,PROMIS short form - sleep impairment 8a - version 1.0,LP103389-5,LOINC
1005198,PROMIS short form - physical function 10a - version 1.0,LP103390-3,LOINC
1005200,How often did pain make you feel depressed in past 7 days,LP104915-6,LOINC
1005201,"Each time you ate cold cereal, how much did you usually eat in the past 30 days",LP104916-4,LOINC
1005203,PROMIS item bank - physical function - version 1.0,LP104973-5,LOINC
1005204,Does your health now limit you in walking one hundred yards,LP104974-3,LOINC
1005207,PROMIS pediatric short form - peer relationships 8a - version 1.0,LP104977-6,LOINC
40782200,"t(10;11)(p12;q23)(MLLT10,MLL)",LP104979-2,LOINC
40788842,Choriogonadotropin (pregnancy test),LP104997-4,LOINC
1005209,I needed help with a bath in past 7 days,LP105016-2,LOINC
1005210,PROMIS pediatric short form - physical function - mobility 8a - version 1.0,LP105017-0,LOINC
1005211,PROMIS pediatric short form - physical function - upper extremity 8a - version 1.0,LP105018-8,LOINC
1005212,PROMIS pediatric short form - asthma 8a - version 1.0,LP105019-6,LOINC
1005213,PROMIS pediatric short form - fatigue 10a - version 1.0,LP105021-2,LOINC
1005214,PROMIS pediatric short form - pain interference 8a - version 1.0,LP105022-0,LOINC
1005215,PROMIS item bank - pain behavior - version 1.0,LP105023-8,LOINC
1005216,I had trouble breathing because of my asthma in past 7 days,LP105024-6,LOINC
1005217,I could put on my socks by myself in past 7 days,LP105025-3,LOINC
1005218,I could write with a pen or pencil in past 7 days,LP105026-1,LOINC
1005219,I could put toothpaste on my toothbrush by myself in past 7 days,LP105027-9,LOINC
1005220,I could lift a cup to drink in past 7 days,LP105028-7,LOINC
1005221,I could zip up my clothes in past 7 days,LP105029-5,LOINC
1005224,I could dial a phone in past 7 days,LP105032-9,LOINC
1005225,I could cut paper with scissors in past 7 days,LP105033-7,LOINC
1005226,I could dry my back with a towel in past 7 days,LP105034-5,LOINC
1005227,I could wash my face with a cloth in past 7 days,LP105035-2,LOINC
1005228,I used a pencil with a special grip to write in past 7 days,LP105036-0,LOINC
1005229,I could move my hands or fingers in past 7 days,LP105037-8,LOINC
1005230,I could tie shoelaces by myself in past 7 days,LP105038-6,LOINC
1005231,I could put on my clothes by myself in past 7 days,LP105039-4,LOINC
1005232,I could turn door handles by myself in past 7 days,LP105040-2,LOINC
1005233,I could use a mouse or touch pad for the computer in past 7 days,LP105041-0,LOINC
1005234,I could hold a full cup in past 7 days,LP105042-8,LOINC
1005235,I could hold an empty cup in past 7 days,LP105043-6,LOINC
1005236,I could brush my teeth by myself in past 7 days,LP105044-4,LOINC
44817300,Carbapenemase,LP105133-5,LOINC
37029173,Lipoprotein insulin resistance score,LP105135-0,LOINC
1176975,Bacterial aminoglycoside resistance aacA gene,LP105136-8,LOINC
37069733,Cephalosporin resistance gene,LP105137-6,LOINC
1177086,Bacterial erythromyin+clindamycin resistance ermA + ermC genes,LP105138-4,LOINC
37054147,Methicillin resistance gene,LP105139-2,LOINC
1176631,Bacterial tetracycline resistance tetK + tetM genes,LP105140-0,LOINC
36205447,Bacterial vancomycin resistance vanA + vanB genes,LP105141-8,LOINC
1005239,PhenX domain - Nutrition and dietary supplements,LP105254-9,LOINC
37065763,Oxygen setting,LP105255-6,LOINC
40785516,Hepatitis B virus codon 184,LP105366-1,LOINC
43533597,Hepatitis B virus codon 194,LP105367-9,LOINC
40795382,Hepatitis B virus codon 202,LP105368-7,LOINC
43533598,Hepatitis B virus codon 233,LP105369-5,LOINC
40795383,Hepatitis B virus codon 250,LP105370-3,LOINC
1005242,PhenX - breastfeeding protocol 050101,LP111152-7,LOINC
1005243,PhenX - caffeine protocol 050301,LP111153-5,LOINC
1005244,PhenX - dairy food protocol 050401,LP111154-3,LOINC
1005245,PhenX - dietary supplements protocol 050501,LP111155-0,LOINC
1005250,PhenX - selenium protocol 050901,LP111160-0,LOINC
1005251,PhenX - vitamin D protocol 051101,LP111161-8,LOINC
1005252,PhenX - calcium intake - adult protocol 050202,LP111162-6,LOINC
37059459,"1,25-Dihydroxyvitamin D2",LP111164-2,LOINC
1005254,PhenX - current age protocol 010101,LP111166-7,LOINC
1005256,PhenX - recumbent length protocol 020702,LP111168-3,LOINC
1005257,PhenX - self reported height protocol 020704,LP111169-1,LOINC
1005258,PhenX - weight - measured weight protocol 021501,LP111170-9,LOINC
1005259,PhenX - weight - self reported weight protocol 021502,LP111171-7,LOINC
1005260,PhenX - ethnicity protocol 010501,LP111172-5,LOINC
37034676,Lysosomal storage disorders newborn screening panel,LP111173-3,LOINC
1005261,Lysosomal storage disorders,LP111174-1,LOINC
1005262,Lysosomal storage disorders suspected,LP111175-8,LOINC
1005263,Lysosomal storage disorders newborn screening comment/discussion,LP111176-6,LOINC
37048924,Fabry disease newborn screening panel,LP111177-4,LOINC
1005264,Fabry disease newborn screening comment/discussion,LP111178-2,LOINC
37067459,Krabbe disease newborn screening panel,LP111179-0,LOINC
1005265,Krabbe disease newborn screening comment/discussion,LP111180-8,LOINC
37074340,Gaucher disease newborn screening panel,LP111181-6,LOINC
1005266,Gaucher disease newborn screening comment/discussion,LP111182-4,LOINC
37035706,Niemann Pick disease A/B newborn screening panel,LP111183-2,LOINC
1005267,Date of last blood product transfusion,LP111184-0,LOINC
37061560,T-cell receptor excision circle,LP111251-7,LOINC
1005270,Post-discharge provider name,LP111257-4,LOINC
1005271,Post-discharge provider practice ID,LP111258-2,LOINC
1005272,Post-discharge provider practice name,LP111259-0,LOINC
1005273,Post-discharge provider practice address,LP111260-8,LOINC
1005274,Post-discharge provider practice phone number,LP111261-6,LOINC
1005275,Birth hospital facility ID,LP111262-4,LOINC
1005276,Birth hospital facility name,LP111263-2,LOINC
1005277,Birth hospital facility address,LP111264-0,LOINC
1005278,Birth hospital facility phone number,LP111265-7,LOINC
37069250,Severe combined immunodeficiency (SCID) newborn screening panel,LP111266-5,LOINC
1005280,PhenX - knee height protocol 020701,LP111269-9,LOINC
1005281,PROMIS item bank - 43 profile,LP111337-4,LOINC
1005282,PROMIS item bank - 29 profile,LP111338-2,LOINC
1005283,PROMIS item bank - 57 profile,LP111339-0,LOINC
1005284,I felt sad in the past 7 days,LP111351-5,LOINC
1005285,I felt tired in the past 7 days,LP111352-3,LOINC
37035189,Borrelia burgdorferi IgG+IgM with reflex to immune blot panel,LP111363-0,LOINC
37031483,Chromosome analysis copy number change panel,LP111372-1,LOINC
37077537,Chromosome analysis.metaphase panel,LP111374-7,LOINC
43055611,Chromosome analysis result in ISCN expression,LP111380-4,LOINC
43055612,Chromosome analysis overall interpretation,LP111382-0,LOINC
43055613,ISCN band level,LP111383-8,LOINC
43055614,Chromosome banding method,LP111384-6,LOINC
43055617,Mosaicism detected,LP111388-7,LOINC
43055618,Test performance information,LP111389-5,LOINC
43055619,Diagnostic impression,LP111390-3,LOINC
43055621,Cell phase,LP111392-9,LOINC
1005290,FISH probe name panel,LP111393-7,LOINC
43055622,FISH probe gene name,LP111394-5,LOINC
43055623,FISH probe locus,LP111395-2,LOINC
43055624,FISH probe vendor,LP111396-0,LOINC
43055625,"Human reference assembly release, UCSC version",LP111397-8,LOINC
43055626,Human reference sequence assembly and build,LP111398-6,LOINC
43055627,Microarray platform,LP111399-4,LOINC
43055628,Microarray platform version number,LP111400-0,LOINC
37034477,Chromosome copy number change panel,LP111401-8,LOINC
43055629,Chromosome copy number change,LP111402-6,LOINC
43055630,Chromosome band involved start,LP111403-4,LOINC
43055631,Base pair start coordinate,LP111404-2,LOINC
43055632,Flanking normal region before start,LP111405-9,LOINC
43055633,Chromosome band involved end,LP111407-5,LOINC
43055634,Base pair end coordinate,LP111408-3,LOINC
43055635,Flanking normal region after end,LP111409-1,LOINC
43055636,Recommendation,LP111410-9,LOINC
37042229,Chromosome analysis summary panel,LP111411-7,LOINC
1005291,Interventions,LP111412-5,LOINC
37045685,Chromosome analysis panel,LP111463-8,LOINC
37052718,Chromosome analysis master panel,LP111464-6,LOINC
1005293,Chromosome analysis.interphase,LP111480-2,LOINC
40772258,TOP2A gene,LP111482-8,LOINC
37069181,Ova1 test,LP111484-4,LOINC
1005299,PhenX - sudden cardiac arrest protocol 040701,LP111491-9,LOINC
1005300,PhenX - myocardial infarct protocol 040801,LP111492-7,LOINC
1005301,PhenX - periph arterial disease protocol 040901,LP111493-5,LOINC
1005302,PhenX - abd aortic aneurysm protocol 041001,LP111494-3,LOINC
1005303,PhenX - arrhythmia protocol 041101,LP111495-0,LOINC
1005304,PhenX - deep venous thrombosis protocol 041201,LP111496-8,LOINC
1005305,PhenX - pulmonary embolus protocol 041301,LP111497-6,LOINC
1005306,PhenX - rheumatic fever protocol 041401,LP111498-4,LOINC
1005307,PhenX - arm span protocol 020101,LP111499-2,LOINC
1005308,PhenX - birth weight protocol 020201,LP111500-7,LOINC
1005309,PhenX - child head circum protocol 020501,LP111501-5,LOINC
1005310,PhenX - hip circumference protocol 020801,LP111504-9,LOINC
1005311,PhenX - max adult ht protocol 020901,LP111505-6,LOINC
1005312,PhenX - max adult wt protocol 021001,LP111506-4,LOINC
1005313,PhenX - upper arm circ protocol 021101,LP111507-2,LOINC
1005314,PhenX - neck circ protocol 021201,LP111508-0,LOINC
1005315,PhenX - pregnancy wt gain protocol 021301,LP111509-8,LOINC
36205658,Human coronavirus HKU1,LP111518-9,LOINC
37037298,Bordetella holmesii DNA,LP111520-5,LOINC
21496707,Bordetella holmesii,LP111521-3,LOINC
37039207,Coccidioides sp F Ab,LP111527-0,LOINC
40772259,Herpes virus 6A DNA,LP111533-8,LOINC
40778837,Herpes virus 6B DNA,LP111534-6,LOINC
36205710,Herpes virus 6A,LP111535-3,LOINC
36208650,Herpes virus 6B,LP111536-1,LOINC
37067982,Streptococcus pneumoniae DNA and Haemophilus influenza DNA and Streptococcus agalactiae DNA,LP111539-5,LOINC
37039453,Aspergillus fumigatus DNA,LP111659-1,LOINC
37054664,Aspergillus terreus DNA,LP111660-9,LOINC
37069941,Bordetella sp DNA panel,LP111661-7,LOINC
37035867,Bordetella sp DNA,LP111662-5,LOINC
37050746,Herpes simplex virus and Varicella zoster virus identified,LP111663-3,LOINC
37041108,BK virus IgG,LP111664-1,LOINC
1005318,PhenX - tobacco - age of initiation of use - adult protocol 030702,LP111673-2,LOINC
1005320,PhenX - tobacco - 30D quantity and frequency - adolescent protocol 030801,LP111675-7,LOINC
1005321,PhenX - tobacco - 30D quantity and frequency - adult protocol 030802,LP111676-5,LOINC
1005323,PhenX - tobacco - age of offset use - adolescent protocol 030901,LP111678-1,LOINC
1005324,PhenX - tobacco - age of offset use - adult protocol 030902,LP111679-9,LOINC
1005326,PhenX - tobacco - nicotine dependence protocol 031001,LP111681-5,LOINC
1005328,PhenX - substance - lifetime use protocol 031101,LP111683-1,LOINC
1005337,PhenX - environmental exposures - water source protocol 060201,LP111694-8,LOINC
1005339,PhenX - environmental exposures - residential history protocol 060301,LP111696-3,LOINC
1005341,PhenX - environmental exposures - exposure at work and daily life protocol 060401,LP111698-9,LOINC
1005351,PhenX - environmental exposures - day care - pre-school attendance protocol 060901,LP111708-6,LOINC
1005353,PhenX - environmental exposures - history of being breast fed protocol 061001,LP111710-2,LOINC
1005355,PhenX - environmental exposures - air contaminants in the home environment protocol 061101,LP111712-8,LOINC
1005357,PhenX - environmental exposures - dust collection - vacuum bag protocol 061201,LP111714-4,LOINC
1005359,PhenX - environmental exposures - ultraviolet light exposure protocol 061301,LP111716-9,LOINC
1005368,PhenX - alcohol - 30D quantity - frequency protocol 030301,LP111725-0,LOINC
1005370,PhenX - alcohol - maximum drinks in 24H protocol 030401,LP111727-6,LOINC
1005381,PhenX - lifetime alcohol exposure protocol 070101,LP111860-5,LOINC
1005383,PhenX - lifetime physical activity protocol 070201,LP111862-1,LOINC
1005385,PhenX - passive smoke exposure protocol 070301,LP111864-7,LOINC
1005387,PhenX - exogenous female hormone use protocol 070401,LP111866-2,LOINC
1005389,PhenX - ovulation history protocol 070501,LP111868-8,LOINC
1005391,PhenX - cancer - personal and family history protocol 070601,LP111870-4,LOINC
1005393,PhenX - knowledge of smoking-related cancer risk protocol 070701,LP111872-0,LOINC
1005404,PhenX - oral health - dental caries experience - prevalence protocol 080301,LP111883-7,LOINC
1005406,PhenX - oral health - dry mouth protocol 080401,LP111885-2,LOINC
1005408,PhenX - oral health - existence of cleft lip or palate protocol 080501,LP111887-8,LOINC
1005410,PhenX - oral health - fluoride use protocol 080601,LP111889-4,LOINC
1005412,PhenX - oral health - malocclusion protocol 080701,LP111891-0,LOINC
1005414,PhenX - oral health - number of natural teeth protocol 080801,LP111893-6,LOINC
1005416,PhenX - oral health - oral hygiene - personal care protocol 080901,LP111895-1,LOINC
1005424,PhenX - oral health - professional dental care protocol 081301,LP111903-3,LOINC
1005426,PhenX - oral health - tobacco non-cigarette - product use protocol 081401,LP111905-8,LOINC
1005428,PhenX - oral health - toothache and orofacial pain protocol 081501,LP111907-4,LOINC
1005430,PhenX - smoking quit attempts protocol 071001,LP111909-0,LOINC
1005432,PhenX - cancer treatment protocol 071101,LP111911-6,LOINC
1005433,PhenX - respiratory - pulse oximetry - exercise protocol 091001,LP111912-4,LOINC
1005452,PhenX - causes and treatments of known infertility - male protocol 100201,LP111931-4,LOINC
1005453,PhenX - causes and treatments of known infertility - female protocol 100202,LP111932-2,LOINC
1005455,PhenX - contraceptive methods - female protocol 100301,LP111934-8,LOINC
1005456,PhenX - contraceptive methods - male protocol 100302,LP111935-5,LOINC
1005458,PhenX - difficulty in conceiving protocol 100401,LP111937-1,LOINC
1005473,PhenX - menstrual history protocol 101101,LP111952-0,LOINC
1005475,PhenX - prostate health protocol 101201,LP111954-6,LOINC
1005476,PhenX domain - Respiratory,LP111955-3,LOINC
1005478,PhenX - respiratory - arterial blood gas - ABG protocol 090201,LP111957-9,LOINC
1005488,PhenX - respiratory - peak expiratory flow rate - PEFR protocol 090801,LP111967-8,LOINC
1005490,PhenX - respiratory - personal - family hx of respiratory symptoms - diseases - adult protocol 090901,LP111969-4,LOINC
1005491,PhenX - respiratory - personal - family hx of respiratory symptoms - diseases - child protocol 090902,LP111970-2,LOINC
1005494,PhenX - reproductive history - female protocol 101301,LP111973-6,LOINC
1005496,PhenX - sexual history protocol 101401,LP111975-1,LOINC
1005498,PhenX - testes development protocol 101501,LP111977-7,LOINC
1005499,PhenX - substance - age of first use protocol 031201,LP112244-1,LOINC
1005500,PhenX domain - Ocular,LP112245-8,LOINC
1005502,PhenX - contact biometry protocol 110101,LP112247-4,LOINC
1005516,PhenX - ocular exposure to ultraviolet light protocol 110801,LP112261-5,LOINC
1005519,PhenX - personal - family history of strabismus protocol 111001,LP112264-9,LOINC
1005521,PhenX - visual acuity protocol 111101,LP112266-4,LOINC
1005523,PhenX - visual function protocol 111201,LP112268-0,LOINC
1005525,PhenX - contact lens use - adult protocol 111301,LP112270-6,LOINC
1005526,PhenX - use of glasses - contact lenses as child protocol 111302,LP112271-4,LOINC
1005527,PhenX - use of eye glasses - adult protocol 111303,LP112272-2,LOINC
1005529,PhenX - refractive error - adult protocol 111401,LP112274-8,LOINC
1005530,PhenX - refractive error - child protocol 111402,LP112275-5,LOINC
1005549,PhenX - eating disorders screener protocol 120601,LP112294-6,LOINC
1005551,"PhenX - medications - pain relievers, statins, steroids protocol 071201",LP112297-9,LOINC
1005552,PhenX - respiratory - pulse oximetry - rest protocol 091101,LP112298-7,LOINC
1031513,Eye glasses measurements,LP74049-5,LOINC
1005571,PhenX - psychopathy protocol 121601,LP112317-5,LOINC
1005573,PhenX - gross motor function - 6-12 years protocol 131203,LP112319-1,LOINC
1005575,PhenX - signs of essential tremor protocol 131301,LP112321-7,LOINC
1005577,PhenX - restless legs syndrome protocol 131401,LP112323-3,LOINC
1005597,PhenX - parkinsonian protocol 130101,LP112343-1,LOINC
1005599,PhenX - clinical neuropathy protocol 130201,LP112345-6,LOINC
1005601,PhenX - history of stroke protocol 130301,LP112347-2,LOINC
1005603,PhenX - epilepsy screener protocol 130401,LP112349-8,LOINC
1005620,PhenX - gross motor function - 4-6Y protocol 131202,LP112366-2,LOINC
1005622,PhenX - fasting serum insulin protocol 141301,LP112368-8,LOINC
1005624,PhenX - serum creatinine assay for kidney function protocol 141401,LP112370-4,LOINC
1005627,PhenX - urinary microalbumin assay for kidney function protocol 141501,LP112372-0,LOINC
1005645,PhenX - sitting - sedentary behavior - adult protocol 150601,LP112390-2,LOINC
1005646,PhenX - sitting - sedentary behavior - adolescent protocol 150602,LP112391-0,LOINC
1005648,PhenX - total physical activity - comprehensive - adolescent protocol 150701,LP112393-6,LOINC
1005649,PhenX - total physical activity - comprehensive - adult protocol 150702,LP112394-4,LOINC
1005650,PhenX - total physical activity - comprehensive - older adult protocol 150703,LP112395-1,LOINC
1005652,PhenX - total physical activity - objective protocol 150801,LP112397-7,LOINC
1005656,PhenX - walking - ambulation objective protocol 151001,LP112401-7,LOINC
1005658,PhenX - physical functioning - subjective protocol 151101,LP112403-3,LOINC
1005660,PhenX - physical activity - neighborhood environment protocol 151201,LP112405-8,LOINC
1005662,PhenX - physical activity - self efficacy - adolescent protocol 151301,LP112407-4,LOINC
1005663,PhenX - physical activity - self efficacy - adult protocol 151302,LP112408-2,LOINC
1005665,PhenX - cardiorespiratory fitness - non-exercise protocol 151401,LP112410-8,LOINC
1005668,PhenX - fasting plasma glucose for diabetes screening - blood draw protocol 140801,LP112414-0,LOINC
1005669,PhenX - fasting plasma glucose for diabetes screening - glucometer protocol 140802,LP112415-7,LOINC
1005671,PhenX - glycosylated hemoglobin assay reflecting long-term glucose concentration protocol 140901,LP112417-3,LOINC
1005674,PhenX domain - Infectious diseases and immunity,LP112420-7,LOINC
1005676,PhenX - assay for chlamydia - gonorrhea protocol 160101,LP112422-3,LOINC
1005678,PhenX - assay for cytokine panel 12 protocol 160201,LP112424-9,LOINC
1005679,PhenX - assay for hepatitis C protocol 160301,LP112426-4,LOINC
1005683,PhenX - assay herpes simplex virus types 1 - 2 protocol 160501,LP112430-6,LOINC
1005685,PhenX - assay for human leukocyte antigen (HLA) genotyping protocol 160601,LP112432-2,LOINC
1005687,PhenX - assay for syphilis protocol 160701,LP112434-8,LOINC
1005689,PhenX - conditions relevant to immune response - screener - adult protocol 160801,LP112436-3,LOINC
1005690,PhenX - conditions relevant to immune response - screener - child protocol 160802,LP112437-1,LOINC
1005692,PhenX - human immunodeficiency virus (HIV) protocol 160901,LP112439-7,LOINC
1005694,PhenX - immunizations protocol 161001,LP112441-3,LOINC
1005696,PhenX - skin cancer protocol 170601,LP112443-9,LOINC
1005698,PhenX - spine - femur bone density by dual-energy x-ray absorptiometry protocol 170701,LP112445-4,LOINC
1005703,PhenX - coping styles - adolescent protocol 180201,LP112450-4,LOINC
1005704,PhenX - coping styles - adult protocol 180202,LP112451-2,LOINC
1005706,PhenX - current quality of life protocol 180301,LP112453-8,LOINC
1005708,PhenX - disinhibiting behaviors - impulsivity - adult protocol 180401,LP112455-3,LOINC
1005709,PhenX - disinhibiting behaviors - impulsivity - child protocol 180402,LP112456-1,LOINC
1005711,PhenX - emotional state - adult protocol 180501,LP112458-7,LOINC
1005712,PhenX - emotional state - child protocol 180502,LP112459-5,LOINC
1005714,PhenX - general self-efficacy - adult protocol 180601,LP112461-1,LOINC
1005715,PhenX - general self-efficacy - child protocol 180602,LP112462-9,LOINC
1005717,PhenX - perceived social support - conflict protocol 180701,LP112464-5,LOINC
1005718,PhenX - self-esteem protocol 180901,LP112466-0,LOINC
1005720,PhenX - social isolation protocol 181001,LP112468-6,LOINC
1005722,PhenX - temperament - child protocol 181101,LP112470-2,LOINC
1005730,PhenX - exposures to violence - adult protocol 181401,LP112479-3,LOINC
1005731,PhenX - exposures to violence - child protocol 181402,LP112480-1,LOINC
1005733,PhenX - injection drug use protocol 161101,LP112482-7,LOINC
1005735,PhenX - international travel history protocol 161201,LP112484-3,LOINC
1005737,PhenX - medical history protocol 161301,LP112486-8,LOINC
1005739,PhenX - personal - family history of autoimmune - inflammatory disorders protocol 161401,LP112488-4,LOINC
1005741,"PhenX - personal medical history of allergies, infectious diseases, and immunizations - child protocol 161601",LP112490-0,LOINC
1005749,PhenX - pain protocol 170401,LP112500-6,LOINC
1005751,PhenX - personal and family history of psoriasis protocol 170501,LP112502-2,LOINC
1005752,PhenX domain - Gastrointestinal,LP112503-0,LOINC
1005754,PhenX - assessment of functional gastrointestinal disorders - adult protocol 190101,LP112505-5,LOINC
1005755,PhenX - assessment of functional gastrointestinal disorders - adolescent protocol 190102,LP112506-3,LOINC
